batter_pool,batter_name,batter_id,batter_season,pitcher_pool,pitcher_name,pitcher_id,pitcher_season,n_pa,k_pct,bb_pct,hr_pct,avg,obp,slg,babip,matchup_seed,k_flag,bb_flag,hr_flag,babip_flag,avg_flag,any_flag
Gap-King,Todd Helton,heltoto01,2000,Control,Phil Hughes,hugheph01,2014,10000,0.1616,0.052,0.1207,0.396,0.434,0.875,0.382,3632500479,False,False,False,True,False,True
Gap-King,Todd Helton,heltoto01,2000,Control,George Kirby,kirbyge01,2023,10000,0.155,0.0555,0.1194,0.401,0.44,0.884,0.387,1145900102,False,False,False,True,False,True
Moonshot,Barry Bonds,bondsba01,2001,K-Kings,Walter Johnson,johnswa01,1910,10000,0.2518,0.1143,0.0332,0.19,0.29,0.323,0.225,42792537,False,False,False,True,False,True
Moonshot,Barry Bonds,bondsba01,2001,Wild-Flames,Bob Turley,turlebo01,1954,10000,0.2354,0.1606,0.037,0.195,0.335,0.351,0.223,2781284384,False,False,False,True,False,True
Moonshot,Barry Bonds,bondsba01,2001,K-Kings,Sam McDowell,mcdowsa01,1965,10000,0.2492,0.1456,0.032,0.193,0.321,0.33,0.232,400037939,False,False,False,True,False,True
Moonshot,Barry Bonds,bondsba01,2001,K-Kings,Pedro Martinez,martipe02,1999,10000,0.2596,0.0995,0.0289,0.182,0.271,0.3,0.221,2851380365,False,False,False,True,False,True
Moonshot,Giancarlo Stanton,stantmi03,2017,K-Kings,Walter Johnson,johnswa01,1910,10000,0.2567,0.087,0.041,0.201,0.279,0.359,0.233,2081661550,False,False,False,True,False,True
Moonshot,Giancarlo Stanton,stantmi03,2017,K-Kings,Sam McDowell,mcdowsa01,1965,10000,0.2637,0.1182,0.0349,0.195,0.299,0.338,0.235,3169329072,False,False,False,True,False,True
Moonshot,Giancarlo Stanton,stantmi03,2017,K-Kings,Pedro Martinez,martipe02,1999,10000,0.2672,0.0629,0.0382,0.198,0.257,0.347,0.234,414099246,False,False,False,True,False,True
Moonshot,Aaron Judge,judgeaa01,2022,Control,Bill Burns,burnsbi01,1908,10000,0.2012,0.077,0.1041,0.354,0.41,0.762,0.361,3647184931,False,False,False,True,False,True
Moonshot,Aaron Judge,judgeaa01,2022,Control,Red Lucas,lucasre01,1933,10000,0.1711,0.0661,0.1133,0.372,0.42,0.813,0.361,2427585383,False,False,False,True,False,True
Moonshot,Aaron Judge,judgeaa01,2022,Control,Jon Lieber,liebejo01,2004,10000,0.1872,0.0654,0.1115,0.369,0.417,0.803,0.367,2863787517,False,False,False,True,False,True
Moonshot,Aaron Judge,judgeaa01,2022,Control,Carlos Silva,silvaca01,2005,10000,0.1611,0.0641,0.1205,0.387,0.432,0.856,0.369,168005370,False,False,False,True,False,True
Gap-King,Freddie Freeman,freemfr01,2023,Control,Bill Burns,burnsbi01,1908,10000,0.1623,0.0523,0.0827,0.378,0.417,0.743,0.392,1378098194,False,False,False,True,False,True
Gap-King,Freddie Freeman,freemfr01,2023,Wild-Flames,Bob Harmon,harmobo01,1911,10000,0.1666,0.1134,0.0763,0.373,0.451,0.73,0.396,3337802766,False,False,False,True,False,True
Gap-King,Freddie Freeman,freemfr01,2023,Wild-Flames,Elmer Myers,myersel01,1916,10000,0.1933,0.108,0.0705,0.349,0.427,0.674,0.384,368278127,False,False,False,True,False,True
Gap-King,Freddie Freeman,freemfr01,2023,Control,Babe Adams,adamsba01,1920,10000,0.1951,0.0421,0.0818,0.358,0.392,0.705,0.384,550347861,False,False,False,True,False,True
Gap-King,Freddie Freeman,freemfr01,2023,Control,Red Lucas,lucasre01,1933,10000,0.1317,0.044,0.088,0.397,0.43,0.779,0.396,3730008061,False,False,False,True,False,True
Gap-King,Freddie Freeman,freemfr01,2023,Wild-Flames,Bobo Newsom,newsobo01,1938,10000,0.2239,0.1096,0.0589,0.313,0.396,0.584,0.363,1376785140,False,False,False,True,False,True
Gap-King,Freddie Freeman,freemfr01,2023,Wild-Flames,Sam Jones,jonessa02,1955,10000,0.2059,0.1112,0.0637,0.331,0.414,0.627,0.373,3218386170,False,False,False,True,False,True
Gap-King,Freddie Freeman,freemfr01,2023,K-Kings,Sandy Koufax,koufasa01,1965,10000,0.212,0.0708,0.0684,0.326,0.381,0.623,0.362,2877660607,False,False,False,True,False,True
Gap-King,Freddie Freeman,freemfr01,2023,Control,Dennis Eckersley,eckerde01,1985,10000,0.201,0.0391,0.0791,0.357,0.388,0.7,0.388,1337668532,False,False,False,True,False,True
Gap-King,Freddie Freeman,freemfr01,2023,Control,Bret Saberhagen,saberbr01,1994,10000,0.1876,0.0411,0.082,0.357,0.39,0.698,0.378,2514280953,False,False,False,True,False,True
Gap-King,Freddie Freeman,freemfr01,2023,K-Kings,Curt Schilling,schilcu01,1997,10000,0.2219,0.0713,0.0662,0.321,0.377,0.611,0.363,2722873186,False,False,False,True,False,True
Gap-King,Freddie Freeman,freemfr01,2023,Control,Jon Lieber,liebejo01,2004,10000,0.1573,0.0415,0.0859,0.376,0.409,0.751,0.384,3662752455,False,False,False,True,False,True
Gap-King,Freddie Freeman,freemfr01,2023,Control,Carlos Silva,silvaca01,2005,10000,0.1324,0.0429,0.0891,0.401,0.433,0.786,0.4,921469697,False,False,False,True,False,True
Gap-King,Freddie Freeman,freemfr01,2023,Control,Cliff Lee,leecl02,2010,10000,0.1882,0.0396,0.0781,0.352,0.385,0.684,0.375,2773591184,False,False,False,True,False,True
Gap-King,Freddie Freeman,freemfr01,2023,Control,Phil Hughes,hugheph01,2014,10000,0.1758,0.0404,0.077,0.362,0.394,0.697,0.383,2116514446,False,False,False,True,False,True
Gap-King,Freddie Freeman,freemfr01,2023,K-Kings,Gerrit Cole,colege01,2019,10000,0.2168,0.0723,0.068,0.329,0.383,0.627,0.369,3607616958,False,False,False,True,False,True
Gap-King,Freddie Freeman,freemfr01,2023,Control,George Kirby,kirbyge01,2023,10000,0.1747,0.0409,0.0868,0.383,0.414,0.756,0.402,1233625117,False,False,False,True,False,True
Moonshot,Cal Raleigh,raleica01,2025,K-Kings,Walter Johnson,johnswa01,1910,10000,0.2706,0.0932,0.0289,0.173,0.259,0.282,0.211,2131945196,False,False,False,True,False,True
Moonshot,Cal Raleigh,raleica01,2025,Wild-Flames,Weldon Wyckoff,wyckowe01,1915,10000,0.2442,0.1249,0.0344,0.188,0.3,0.326,0.219,4114172980,False,False,False,True,False,True
Moonshot,Cal Raleigh,raleica01,2025,Wild-Flames,Bob Turley,turlebo01,1954,10000,0.2514,0.1248,0.0288,0.174,0.289,0.291,0.208,3339703859,False,False,False,True,False,True
Moonshot,Cal Raleigh,raleica01,2025,K-Kings,Sam McDowell,mcdowsa01,1965,10000,0.2667,0.1254,0.0291,0.174,0.287,0.29,0.213,924403085,False,False,False,True,False,True
Moonshot,Cal Raleigh,raleica01,2025,Wild-Flames,Nolan Ryan,ryanno01,1977,10000,0.2696,0.1321,0.0267,0.171,0.291,0.281,0.213,1457265531,False,False,False,True,False,True
Moonshot,Cal Raleigh,raleica01,2025,K-Kings,Pedro Martinez,martipe02,1999,10000,0.281,0.0733,0.0294,0.168,0.239,0.277,0.206,107453839,False,False,False,True,False,True
